,GS UN Equity,MMM UN Equity,BA UN Equity,UNH UN Equity,IBM UN Equity,HD UN Equity,MCD UN Equity,AAPL UW Equity,JNJ UN Equity,TRV UN Equity,UTX UN Equity,DIS UN Equity,CAT UN Equity,CVX UN Equity,V UN Equity,JPM UN Equity,PG UN Equity,AXP UN Equity,DD UN Equity,XOM UN Equity,WMT UN Equity,MRK UN Equity,NKE UN Equity,VZ UN Equity,KO UN Equity,PFE UN Equity,INTC UW Equity,CSCO UW Equity,MSFT UW Equity,GE UN Equity
8/18/2006,154.68,71.21,77.62,49.5,79.9,34.77,36.18,9.7014,64.42,44.5,61.84,29.5123,68.31,67.26,,45.71,60.39,53.26,38.3119,69.1,44.53,39.52,9.5888,30.8522,22.155,27.05,18.4,20.86,25.79,34
8/21/2006,153.83,71.12,76.63,49.56,79.28,34.3,35.71,9.5086,64.27,44.5,61.46,29.5715,68.25,66.89,,45.46,60.78,53.3,37.8559,69.83,44.09,39.65,9.5963,30.9418,22.095,26.64,18.25,20.91,26.1,33.96
8/22/2006,154.15,71.29,76.95,49.64,78.95,34.06,35.6,9.66,64.16,44.01,60.9,29.2459,68.5,66.55,,45.35,61.05,53.09,37.7324,70.21,44.07,39.75,9.6063,31.0135,22.205,26.98,18.36,21.25,25.62,33.96
8/23/2006,152.7,70.34,76.36,49.64,78.67,33.62,35.59,9.6143,63.91,44,60.77,28.8019,67.21,65.68,,45.52,60.92,53,37.7039,69.63,43.76,40.46,9.6063,30.8253,22.16,27.14,18.39,21.06,25.69,33.79
8/24/2006,151.4,70.1,75.24,51.16,79.38,33.41,35.88,9.6871,65.08,43.85,60.99,28.5651,65.5,66.73,,45.68,61.05,53.13,37.476,70.72,43.7,40.06,9.605,31.0584,22.255,27.24,18.57,21.08,25.74,33.85
8/25/2006,150.07,69.92,73.93,50.88,79.88,33.48,35.23,9.8243,64.67,43.66,60.67,28.5651,65.99,66.77,,45.52,60.87,52.92,37.286,70.43,43.88,40.44,9.5963,31.1032,22.26,27.23,18.9,21.05,25.85,33.84
8/28/2006,149.53,70.94,74.72,51.33,80.32,33.69,35.81,9.5686,64.58,43.82,61.53,28.9795,66.07,66.16,,46.02,60.98,52.94,37.495,70.1,44.43,40.95,9.7313,31.3273,22.355,27.54,19.38,21.43,25.95,33.93
8/29/2006,147.09,71.61,73.78,51.03,81.4,34.09,36.08,9.4914,64.6,43.65,62.17,28.723,65.45,65.74,,45.97,61.2,52.55,37.6185,69.41,44.49,41.27,9.9963,31.5334,22.57,27.6,19.66,21.66,25.8,34.19
8/30/2006,147.06,71.44,75.02,51.75,81.22,34.12,36.15,9.5571,64.63,43.82,62.27,29.1769,65.06,65.19,,45.73,61.75,52.47,37.9319,68.3,44.62,40.8,9.97,31.7217,22.48,27.73,19.86,21.67,25.8,34.27
8/31/2006,148.65,71.7,74.9,51.95,80.97,34.29,35.9,9.6929,64.66,43.9,62.71,29.2558,66.35,64.4,,45.66,61.9,52.54,37.9699,67.67,44.72,40.55,10.095,31.5334,22.405,27.56,19.54,21.99,25.69,34.06
9/1/2006,149.14,71.72,75.43,51.8,81.41,34.64,36.76,9.77,64.72,44.3,63.26,29.4926,67.27,64.83,,45.73,61.91,52.55,38.4544,68.1,45.45,40.96,10.1425,31.883,22.535,27.96,19.88,22.27,25.83,34.14
9/5/2006,151.28,71.35,75.36,50.7,80.85,34.77,36.65,10.2057,64.31,44.41,63.72,29.4531,69.68,66.34,,45.8,61.56,52.65,38.4449,68.48,45.57,41.17,10.1763,31.8203,22.49,27.84,20,22.09,25.61,33.97
9/6/2006,150.67,71.5,74.44,50.42,80.28,34.17,36.22,10.0029,63.92,44.33,63.33,29.2163,69.13,65.22,,45.88,61.44,52.32,38.1314,67.18,45.4,41.4,10.1213,31.7754,22.35,27.72,19.3,21.69,25.61,33.95
9/7/2006,148.57,70.59,72.87,50.21,79.4,34.34,36.52,10.3971,63.46,44.38,62.77,29.0979,67.76,65.4,,45.2,61.53,52.3,37.6754,67.69,45.54,40.64,10.0738,31.65,22.245,27.45,19.19,21.54,25.43,34.04
9/8/2006,149.8,71.51,72.8,50.9,80.66,34.28,37.5,10.36,63.59,45.05,63.34,29.1867,67.32,64.22,,45.26,61.14,52.62,37.9984,66.81,46.72,41.06,10.2563,31.7306,22.3,27.59,19.45,21.75,25.63,34.01
9/11/2006,151,71.35,73.82,51.6,80.93,35.06,37.12,10.3571,64.04,45.49,62.91,29.3742,65.51,62,,45.39,61.92,52.48,37.8464,64.94,47.49,41.29,10.3025,31.8561,22.275,27.88,19.42,21.96,25.94,34.43
9/12/2006,158.29,72.57,74.26,52.53,82.28,36.66,38.2,10.3757,63.83,45.7,63.22,29.8084,65.15,61.39,,46.01,61.85,52.61,38.1694,64.7,48.07,42.18,10.4313,32.125,22.39,28.25,19.76,22.65,25.95,34.67
9/13/2006,160.86,73.37,76.32,52.05,82.21,37.17,37.84,10.5871,63.81,46.34,63.89,30.0452,66.33,62.39,,46.4,60.56,53.41,38.4734,65.36,48.08,41.09,10.3875,32.0443,22.305,28.19,19.82,22.67,25.98,34.84
9/14/2006,162.52,73.53,75.01,51.81,82.47,37.22,37.33,10.6071,63.73,46.23,63,29.986,65.51,62.05,,46.5,60.77,53.48,39.3569,64.71,48.37,41.03,10.3463,32.2505,22.29,28.2,19.75,22.71,26.35,34.78
9/15/2006,162.71,74.14,75.01,52.21,82.94,37.22,37.73,10.5857,63.79,45.96,64.61,29.907,65.43,61.79,,46.95,60.9,53.75,40.1358,64.65,48.22,41.1,10.3713,32.0981,22.3,28.04,19.53,22.79,26.84,34.85
9/18/2006,163.22,73.89,75.21,52.09,82.24,36.58,37.42,10.5557,64.16,45.93,64.07,29.6603,66.99,62.85,,46.58,60.5,53.49,40.1453,66.3,48.1,40.8,10.29,32.0533,22.22,28.16,19.62,22.84,26.79,34.87
9/19/2006,163.39,73.25,74.87,51.87,81.87,36.28,37.58,10.5386,64.18,46.33,64.15,30.0649,66.56,61.89,,46.8,60.91,53.41,39.9459,65.5,48.48,41.18,10.2538,32.2684,22.19,28.2,19.41,22.76,26.84,34.85
9/20/2006,166.6,73.42,76.19,51.53,83.42,36.38,37.78,10.7671,64.19,46.57,63.9,30.6174,65.88,60.88,,47.22,61.63,54.26,40.5063,64.11,48.87,41.94,10.325,32.869,22.225,28.47,19.46,23.25,27.18,35.02
9/21/2006,167.15,73.11,76.11,50.29,81.61,35.85,38.34,10.6643,64.23,46.24,62.9,30.3017,64.54,62.05,,46.81,61.74,54.24,40.1263,64.78,48.46,41.95,10.3075,33.0751,22.1,28.21,19.22,22.99,26.88,34.44
9/22/2006,167.52,73.07,77.25,48.97,81.21,35.96,38.21,10.43,63.96,46.2,62.3,29.6801,62.77,61.94,,46.82,61.81,54.11,40.2023,64.91,48.29,42.04,10.795,33.2544,21.995,28.16,19.07,22.88,26.66,34.4
9/25/2006,168.69,73.7,77.71,48.82,82,36.58,38.85,10.8271,64.19,46.99,63.23,29.759,64.33,62.18,,46.91,62.29,54.94,40.8578,65.06,48.82,41.96,10.8138,33.613,22.2,28.35,19.4,23.25,26.96,34.89
9/26/2006,168.68,74.75,79,48.62,82.5,36.62,39.06,11.1057,64.67,47.39,63.61,30.6569,65.9,63.59,,46.9,62.48,55.96,41.0478,66.43,49.25,41.76,11.0488,34.0253,22.32,28.4,19.96,23.5,27.25,35.44
9/27/2006,169,74.65,79.41,49.08,82.09,36.46,39.79,10.9157,64.82,46.63,63.14,30.6273,65.68,64.2,,46.84,62.73,56.03,40.8483,67.13,49.5,42.4,11.0138,32.9676,22.355,28.41,20.38,23.35,27.45,35.34
9/28/2006,170,74.6,79.28,49.46,81.99,36.7,39.59,11.01,64.9,47.08,63.66,30.5188,66.59,64.53,,47.15,62.26,55.99,41.1998,67.46,49.81,42.06,11.0375,33.111,22.475,28.3,20.79,23.48,27.4,35.48
9/29/2006,169.17,74.42,78.85,49.2,81.94,36.27,39.12,11.0043,64.94,46.89,63.35,30.499,65.8,64.86,,46.96,61.98,56.08,40.6963,67.1,49.32,41.9,10.9525,33.2813,22.34,28.36,20.57,23,27.33,35.3
10/2/2006,170.69,73.59,79.97,49.43,81.87,36.34,39.51,10.6943,65.09,46.43,63.9,30.1241,65.36,64.51,,46.87,62.04,55.18,40.5823,67,48.44,41.67,10.935,33.2903,22.25,28.31,20.43,22.98,27.34,35.5
10/3/2006,174.2,74.03,81.78,49.58,81.65,36.83,39.68,10.5829,65.5,47.58,64.8,30.5878,65.11,62.94,,47.75,62.3,55.99,40.8103,65.41,49.46,41.99,10.9825,33.5861,22.28,28.41,20.56,23.4,27.36,35.71
10/4/2006,176.56,74.87,83.96,49.56,83.1,37.49,40,10.7686,65.83,48.23,65.15,30.7753,65.54,63.7,,47.49,63.34,56.56,41.0478,66.61,49.55,41.94,11.1625,33.8998,22.4,28.33,20.88,23.98,27.96,36.1
10/5/2006,175.5,75.92,83.62,50.67,82.92,37.26,39.8,10.68,65.11,48.17,65.84,30.6569,68.24,63.88,,47.41,63.52,56.65,41.2473,67.32,48.41,41.42,11.1263,33.0841,22.415,27.99,20.76,23.93,27.94,36.29
10/6/2006,175.65,75.95,83.68,51.5,83.14,37.14,40.11,10.6029,65.06,47.64,65.41,30.9233,68.05,63.66,,46.86,63.09,56.59,42.7007,67.52,48.32,41.86,11.0188,32.9855,22.38,27.9,20.62,24.09,27.88,36.14
10/9/2006,177.45,75.8,82.61,50.72,84,37.7,40.57,10.6543,64.87,48.09,65.2,30.9727,68.9,63.24,,47.11,62.85,56.52,43.1662,66.55,48.22,41.86,11.0575,32.8869,22.21,27.65,20.62,24.34,27.7,36.16
10/10/2006,178.86,75.2,82.13,49.65,84.19,37.76,40.84,10.5443,64.96,47.99,65.3,30.8345,69.06,63.9,,47.53,62.72,57.66,42.7292,67.2,48.12,41.82,11.0725,32.7525,22.03,27.56,20.89,24.34,27.67,36.3
10/11/2006,178.97,75.47,81.64,50.1,84.19,37.92,41.25,10.4543,65.1,47.87,65.52,30.8937,68.32,63.1,,47.64,62.48,57.45,42.4158,66.53,48.31,42.19,11.055,32.8062,22.06,27.29,20.86,24.4,27.54,36.17
10/12/2006,181.51,75.43,83.64,49.62,84.7,37.9,42.23,10.7329,64.84,48.05,66.38,30.8839,69.25,64.02,,48.26,62.41,57.89,42.8622,67.65,48.32,42.76,11.2263,33.1558,22.025,27.65,21.46,24.43,28.29,36.22
10/13/2006,183.85,75.4,82.39,48.75,86.08,36.9,42.11,10.7286,64.58,49.09,66.5,30.6964,69.08,64.2,,48.16,62.13,58.02,42.8242,68.4,48.46,43.19,11.2,33.2096,22.01,27.59,21.62,24.54,28.38,35.98
10/16/2006,185.22,75.75,82.66,47.54,86.71,36.35,42.12,10.7714,64.93,49.1,66.79,30.6076,69.93,65.05,,47.73,62.05,57.64,43.0902,69.83,48.32,43.76,11.3163,33.2006,22.125,27.66,21.59,24.57,28.46,35.56
10/17/2006,183.07,75.8,82.29,46.73,86.95,35.76,41.6,10.61,66.08,48.66,65.28,30.6865,69.9,64.93,,47.99,62.25,58.1,42.7007,69.41,48.28,43.96,11.2188,32.7973,21.895,27.72,20.86,24.44,28.49,35.56
10/18/2006,182.97,75.53,82.74,47.92,89.82,35.89,41.47,10.6571,68.15,48.59,65.57,31.1601,69.08,64.6,,47.21,62.59,57.93,42.6437,69.17,48.35,44.48,11.1263,32.7973,21.98,28.1,21.15,24.19,28.52,35.56
10/19/2006,180.05,76.4,82.41,50.65,89.86,35.91,40.77,11.2971,68.04,48.55,65,31.17,69.02,65.64,,46.87,62.5,57.97,42.7482,69.73,48.49,44.49,11.175,33.353,22.455,27.68,21.06,24.17,28.32,35.28
10/20/2006,180.4,78.47,81.74,50.7,90.48,35.99,41.47,11.4243,68.62,48.39,65.02,31.0319,59,65.28,,47.12,62.68,58.04,42.7197,69.55,49.37,45.64,11.075,33.8819,23.375,27.68,21.35,24.58,28.43,35.47
10/23/2006,184.7,80.09,82.8,50.64,91.56,36.24,42.14,11.6371,69.1,48.95,64.98,30.8641,60.42,65.64,,47.39,63.28,56.65,43.1757,69.92,51.28,45.7,11.2925,34.0791,23.64,27.73,21.49,24.45,28.48,35.53
10/24/2006,187.84,79.89,83.59,49.84,91.49,36.5,42.25,11.5786,68.75,48.95,65.12,30.9628,60.93,66.89,,47.14,62.88,56.7,43.6982,69.89,51.3,45.93,11.3913,34.0611,23.515,27.26,21.63,24.31,28.19,35.42
10/25/2006,188.61,79.46,80.86,48.63,91.83,36.6,42,11.6686,68.83,48.59,65.25,30.7852,61.91,67.58,,47.27,63.13,56.86,43.3467,71.01,50.85,46.07,11.6688,34.33,23.595,27.43,21.75,24.33,28.31,35.61
10/26/2006,193.38,79.24,79.14,49.37,91.54,37.38,42.11,11.7414,68.82,50.66,65.24,31.5548,62.35,67.5,,47.77,63.5,57.82,43.4417,71.62,51.75,46.21,11.7088,34.7244,23.57,27.28,21.78,24.22,28.35,35.59
10/27/2006,188.67,78.95,79.74,49.41,90.76,37.07,41.47,11.4886,68.17,49.92,64.94,31.3081,61.27,67.68,,47.29,63.56,57.27,43.2707,71.46,50.73,46.09,11.4825,34.8141,23.435,27.22,21.1,23.72,28.35,35.21
10/30/2006,189.75,78.94,80.22,49.03,91.5,37.25,41.92,11.4886,67.7,50.4,65.52,31.4364,60.76,66.39,,47.45,63.81,57.31,43.5557,70.84,49.53,45.64,11.5013,33.7474,23.38,27.2,21.26,23.9,28.53,35.2
10/31/2006,189.79,78.84,79.86,48.78,92.33,37.33,41.92,11.5829,67.4,51.13,65.72,31.0417,60.71,67.2,,47.44,63.39,57.81,43.5082,71.42,49.28,45.42,11.485,33.1648,23.36,26.65,21.34,24.13,28.71,35.11
11/1/2006,185,78.84,80.06,48.3,91.8,37.35,41.86,11.3086,67.18,51.18,64.25,31.3081,60.5,66.98,,46.93,63.04,57.65,43.3182,71.06,48.85,45.67,11.4238,33.1379,23.32,26.54,21.02,24.1,28.81,34.9
11/2/2006,187.39,78.88,79.2,48.62,91.68,37.2,42.05,11.2829,67.9,51.03,64.33,31.2785,60.56,67.79,,46.9,63.27,57.46,43.2327,71.19,48.29,45.4,11.6,33.1558,23.355,26.69,20.68,24.05,28.77,34.71
11/3/2006,187.13,78.58,79.97,47.83,91.41,37.2,41.24,11.1843,67.81,51.14,63.97,31.466,60.43,68.91,,46.89,63.4,57.06,42.8242,72.15,47.53,45.1,11.5713,32.8959,23.25,26.55,20.51,23.77,28.73,34.77
11/6/2006,190,79.59,80.48,48.41,92.6,37.22,41.83,11.3857,68.42,51.57,65.15,32.0284,59.85,69.77,,47.65,63.56,58.16,43.6127,72.91,47.49,45.81,11.6038,33.1469,23.405,26.99,20.83,24.66,28.84,35.27
11/7/2006,188.68,79.42,84.85,49.57,92.75,37.23,41.66,11.5014,68.71,52.4,65.51,32.4133,59.92,68.91,,47.49,64.11,58.45,43.4702,72.53,47.65,45.9,11.5588,33.0483,23.46,27.29,20.81,24.83,28.96,35.54
11/8/2006,188.77,79.42,85.45,48,92.59,37.25,42.03,11.77,67.99,52.46,65.56,32.6599,60.1,69.51,,47.64,64.04,59.07,44.1257,74.13,47.03,44.34,11.6225,33.0393,23.44,26.62,20.71,25.1,28.98,35.58
11/9/2006,184.78,78.9,85.11,45.27,92.42,36.85,42.09,11.8943,66.15,52.69,64.91,33.1335,59.2,70.2,,47.24,63.8,58.91,44.8857,74.61,46.39,42.88,11.595,32.367,23.325,25.84,20.42,26.71,29.24,35.29
11/10/2006,187.06,79.19,85.62,46.11,91.76,36.64,41.97,11.8743,66.29,52.91,65.06,31.9692,59.6,69.54,,47.61,63.7,58.86,44.9332,74.42,46.47,43.12,11.7588,31.9009,23.235,25.71,20.58,26.74,29.24,35.17
11/13/2006,187.73,79.5,85.69,46.75,92.07,36.4,41.51,12.05,65.94,52.44,65.32,31.8311,59.52,70.35,,47.66,63.25,58.97,45.1041,74.43,46.32,43.46,11.765,32.2236,23.205,25.89,21,26.69,29.35,35.36
11/14/2006,190.36,80.09,85.74,47.44,93.29,37.96,41.27,12.1429,66.56,52.25,65.61,32.0975,60.36,70.38,,47.75,63.2,59.34,44.8192,74.45,47.66,43.89,11.8375,32.618,23.275,26.25,21.88,26.61,29.23,35.59
11/15/2006,193.11,80.71,87.08,47.96,93.11,37.62,41.1,12,66.54,51.9,65.6,32.2554,61.45,69.95,,47.45,63.12,59.48,44.9806,74.8,47.68,44.15,11.9363,32.3491,23.325,26.53,22.31,26.58,29.11,35.79
11/16/2006,196.72,80.29,88.71,47.62,93.47,37.81,41.67,12.23,66.53,51.81,66.76,32.6205,61.37,68.55,,47.85,63.52,59.57,45.2466,72.67,47.91,44.65,11.9038,32.2147,23.57,26.76,22.33,27.15,29.47,35.96
11/17/2006,195.04,81.4,89.52,47.25,93.81,38.28,41.82,12.2643,67.24,52.12,66.09,32.5021,60.94,69.1,,47.66,63.86,59.84,44.8952,73.08,47.5,45.06,11.9475,32.3043,23.63,27.21,22.1,26.93,29.4,36.25
11/20/2006,197.45,81.38,89.12,46.81,93.25,38.41,41.89,12.3529,67.01,52.27,65.87,32.6797,60.91,69.24,,47.9,63.69,59.58,45.4746,72.43,47.72,44.57,12.0425,32.2508,23.52,27.05,22.27,27.11,29.89,35.98
11/21/2006,199.76,81.64,91.1,46.33,93.08,37.92,42.06,12.6571,66.6,51.89,65.83,32.7882,62.19,70.22,,47.75,63.26,59.41,45.6266,73.39,47.81,44.22,12.0725,32.6787,23.495,27.07,21.57,26.8,29.93,35.8
11/22/2006,202.29,81.47,90.1,46.56,93.52,38.1,42.15,12.9014,66.77,51.33,65.79,32.5514,62.79,69.6,,47.59,63.64,59.89,46.1871,72.91,48.03,44.38,12.1288,32.3252,23.55,27.1,21.73,26.91,29.92,35.99
11/24/2006,201.6,81.15,89.77,46.71,93.35,37.72,41.88,13.09,65.85,51.13,65.99,32.4725,62.87,68.84,,47.27,63.53,59.9,46.0066,72.38,47.9,44.18,12.0913,32.3252,23.46,26.89,21.59,26.84,29.76,35.69
11/27/2006,193.11,80.23,87.33,46.18,91.45,37.59,41.1,12.7857,65.65,51.17,64.89,32.1567,61.97,68.75,,46.63,62.84,58.82,45.5981,72.47,46.61,43.62,11.985,31.8508,23.275,26.97,21.02,25.77,29.49,35.45
11/28/2006,197.1,80.41,87.94,47.34,91.35,37.07,41.4,13.1057,65.97,51.58,64.53,32.4527,61.6,69.88,,46.2,63.07,58.9,45.7881,74.16,46.71,43.67,12,31.9996,23.34,27.05,20.98,27.03,29.39,35.2
11/29/2006,196.22,80.98,88.89,47.56,91.52,37.62,41.85,13.1143,66.2,52.05,64.74,32.4429,62.06,71.05,,46.67,63.21,58.77,45.7406,76.03,46.89,44.56,12.1088,32.4554,23.32,27.07,21.24,27.08,29.57,35.35
11/30/2006,194.8,81.46,88.53,49.08,91.92,37.97,41.97,13.0971,65.91,51.81,64.53,32.6106,62.03,72.32,,46.28,62.79,58.72,44.5817,76.81,46.1,44.51,12.3688,32.502,23.415,27.49,21.35,26.88,29.33,35.28
12/1/2006,194.5,79.98,89.55,48.83,91.25,38.97,42.08,13.0457,65.97,51.25,63.86,32.6501,61.19,73.11,,46.01,62.69,58.55,44.1257,77.2,45.87,45.06,12.2,32.2229,23.285,27.86,20.93,26.69,29.12,35.28
12/4/2006,200.05,80.89,89.58,48.91,93.51,39.2,42.5,13.0171,66.28,51.47,64.9,32.9954,61.49,73.5,,46.84,63.42,59.89,44.5627,77.77,46.29,44.7,12.2675,32.4182,23.415,24.9,21.22,27.26,29.33,35.39
12/5/2006,201.61,80.56,90.73,48.88,94.48,39.37,42.75,13.0386,66.17,51.9,64.72,33.7453,62.15,73.95,,47.2,63.51,59.85,44.6577,78.06,46.48,45.39,12.3138,32.1671,24,24.82,21.12,27.04,29.13,35.27
12/6/2006,205,79.8,90.83,49.01,94.12,39.92,42.96,12.8329,66.03,51.99,64.96,33.6466,63.05,73.56,,46.83,63.8,59.67,44.3062,76.31,46.54,44.67,12.275,32.5113,24.19,24.8,20.9,27.09,28.99,35.11
12/7/2006,200.2,79.56,90.01,49.49,94.23,38.93,43.28,12.4343,66.06,51.56,64.74,33.6861,63,73.32,,46.63,63.8,59.17,44.6957,75.71,46.37,43.95,12.2425,32.4647,24.36,24.86,20.65,26.88,28.85,35.16
12/8/2006,205.1,78.56,90.13,49.91,93.86,38.8,43.76,12.6086,65.95,52.32,64.72,33.9328,63.4,72.83,,46.76,63.89,59.83,44.5532,75.5,46.35,43.93,12.13,32.8461,24.455,25.17,20.68,26.98,29.4,35.27
12/11/2006,202.52,78.85,89.78,50.09,93.64,38.79,43.58,12.6786,65.7,52.66,65.01,34.061,63.07,73.7,,47.55,63.87,59.31,45.0471,75.36,46,44.01,12.1813,33.1996,24.405,25.16,20.7,27.11,29.54,35.22
12/12/2006,200,79.01,90.31,50.04,94.12,38.7,43.04,12.3057,65.58,52.4,64.8,34.0808,62.28,73.85,,47.63,63.7,59.12,44.8382,76.25,45.65,43.62,12.0713,33.2647,24.45,25.17,20.73,27.08,29.43,35.64
12/13/2006,198.31,79.25,89.6,49.71,94.77,39.11,43.59,12.7214,65.47,52.26,64.21,33.9821,61.49,74.4,,47.6,63.4,59.97,44.7812,77.36,45.9,43.34,11.9813,33.3671,24.42,25.39,20.7,27.25,29.55,35.5
12/14/2006,200.13,78.77,89.93,49.7,95.36,39.97,43.69,12.65,66.25,52.85,62.06,34.2584,62.12,75.97,,47.95,63.35,61.9,45.9781,78.73,46.52,43.6,12.125,33.5717,24.5,25.56,20.77,27.32,30.07,36.21
12/15/2006,199.84,78.31,90.7,50.09,95.26,39.88,43.41,12.5314,66.29,53.56,62.45,33.844,61.82,75.38,,48.3,64.11,61.64,46.3106,77.3,46.45,44.04,12.0063,33.9345,24.465,25.64,20.96,27.56,30.19,37.36
12/18/2006,203.24,78.35,89.56,50.4,95.44,39.96,43.48,12.21,66.6,53.97,62.26,34.0314,61.92,73.33,,48.23,64.16,61.77,46.2916,75.51,46.37,43.83,12.0225,33.9903,24.45,25.83,20.84,27.62,29.89,38
12/19/2006,201.24,78.11,90.17,52.33,96,39.64,43.99,12.33,66.88,53.89,62.48,34.3867,61.52,74.49,,48.27,64.39,61.55,46.6336,76.99,46.09,43.51,12.0238,34.1019,24.385,26.2,20.66,27.63,29.99,38.01
12/20/2006,201.37,78.83,90.1,53.56,96,39.13,43.86,12.1086,66.43,53.84,63.22,34.1499,61.37,73.65,,48.22,64.47,61.33,46.9946,76.08,45.87,43.3,12.4725,33.9066,24.375,26.21,20.6,27.39,30.09,38.15
12/21/2006,198.1,78.81,89.94,53.93,95.91,38.91,43.87,11.8429,66,54.05,62.76,34.0808,60.81,73.23,,48.65,64.05,60.86,46.5291,75.87,45.71,43.27,12.5363,34.1205,24.33,26.07,20.37,27.29,29.98,37.77
12/22/2006,198.09,78.35,88.76,53.45,95.25,38.89,43.57,11.7429,65.65,53.55,62.56,33.7058,60.59,72.73,,47.87,63.8,60.85,46.1396,75.41,45.54,42.83,12.4925,33.9996,24.19,25.97,20.08,26.93,29.64,37.57
12/26/2006,199.86,78.03,88.79,53.23,95.66,39.06,43.81,11.6443,65.64,54.02,63.23,34.0709,60.9,73.09,,48.31,64.19,61.16,46.6906,76.05,46.11,42.79,12.5125,34.1857,24.275,25.93,20.15,27.19,29.99,37.71
12/27/2006,201.95,78.47,88.88,53.38,97.1,39.56,44.33,11.6457,66.01,54.23,62.94,34.0808,61.47,74.04,,48.95,64.42,61.57,46.7286,76.96,46.16,43.37,12.44,34.5484,24.345,26.15,20.4,27.3,30.02,37.79
12/28/2006,200.8,78.16,89,53.66,96.97,39.73,44.36,11.5529,66.42,54.15,62.81,34.061,61.31,74.28,,48.92,64.48,61.14,46.5766,77.33,46.01,43.55,12.4,34.7159,24.27,26.07,20.42,27.42,29.98,37.48
12/29/2006,199.35,77.93,88.84,53.73,97.15,40.16,44.33,12.12,66.02,53.69,62.52,33.8144,61.33,73.53,,48.3,64.27,60.67,46.2726,76.63,46.18,43.6,12.3788,34.6415,24.125,25.9,20.25,27.33,29.86,37.21
1/3/2007,200.72,78.26,89.17,52.57,97.27,41.07,43.87,11.9657,66.4,53.55,62.81,33.7453,61.16,70.97,,48.07,64.54,60.36,46.5861,74.11,47.55,44.02,12.2088,35.181,24.29,26.29,20.35,27.74,29.86,37.97
1/4/2007,198.85,77.95,89.53,52.91,98.31,40.57,43.54,12.2371,67.23,53.1,62.87,34.0117,61,70.28,,48.19,64.05,59.92,46.2536,72.72,47.78,45.11,12.3338,35.3763,24.3,26.38,21.17,28.46,29.81,37.75
1/5/2007,199.05,77.42,89.15,52.55,97.42,39.79,43.54,12.15,66.62,52.41,62.68,33.7354,60.22,70.55,,47.79,63.5,59.13,45.6456,73.24,47.39,44.3,12.3538,34.7717,24.13,26.3,21.1,28.47,29.64,37.56
1/8/2007,203.73,77.59,88.94,53.32,98.9,39.49,43.71,12.21,66.51,52.02,63.19,34.0413,60.29,71.45,,47.95,63.64,59.69,45.6646,72.65,47,44.29,12.3163,34.2415,24.285,26.16,21.01,28.63,29.93,37.55
1/9/2007,204.08,77.68,88.03,52.68,100.07,39.32,43.79,13.2243,66.26,51.89,62.47,33.992,60.62,70.63,,47.75,63.48,59.31,45.9591,72.09,47.39,43.88,12.47,34.381,24.305,26.17,21.03,28.47,29.96,37.55
1/10/2007,208.11,77.85,89.27,52.83,98.89,39.78,44.26,13.8757,66.15,51.55,62.69,34.0314,60.32,69.41,,48.1,64.24,59.27,45.8451,70.99,47.28,44.12,12.47,34.1857,24.34,26.2,21.54,28.68,29.67,37.56
1/11/2007,211.88,78.65,88.84,54.45,98.65,40.08,44.51,13.6929,66.73,51.2,63.7,34.5248,60,68.69,,48.31,64.64,59.45,46.4721,70.98,47.6,44.26,12.4975,34.5205,24.37,26.46,21.92,28.69,30.69,37.92
1/12/2007,213.99,79.36,88.13,55.1,99.34,40.11,44.22,13.5271,66.64,51.06,64.42,34.7419,59.74,70.35,,47.99,65,59.01,47.2416,72.66,47.98,44.79,12.47,34.7252,24.275,26.64,22.13,28.93,31.21,37.89
1/16/2007,213.59,79.56,88,55.75,100.82,40.29,44.57,13.8714,66.54,51.05,64.53,34.5643,59.24,69.67,,48.39,65,59.13,47.9825,71.63,48.31,44.95,12.4963,34.567,24.25,26.77,22.3,28.04,31.16,38.11
1/17/2007,213.23,78.91,88.83,55.65,100.02,40.29,44.86,13.5829,66.87,50.96,64.82,34.7813,59.91,70.82,,48.43,65.36,59.22,48.182,72.46,48.2,45.01,12.4775,34.3066,24.3,26.89,21.04,26.98,31.1,37.98
1/18/2007,209.68,78.81,88,53.8,99.45,40.87,44.59,12.7257,67.71,51.29,64.91,35.3734,59.9,70.92,,48.15,65.54,59,47.878,71.96,48.39,45.74,12.4588,34.9484,24.175,27.17,20.65,26.46,31,38
1/19/2007,210.29,79.25,88.63,53.2,96.17,40.55,44.81,12.6429,67.76,51.37,65.18,35.028,59.37,72.32,,48.76,66.09,58.09,48.296,73.53,48.31,45.6,12.4925,34.6508,24.13,27.22,20.82,26.7,31.11,36.95
1/22/2007,212.97,78.49,85.6,52.19,97.11,40.05,44.35,12.3986,67.18,51.73,64.09,34.6827,58.17,71.22,,49.66,65.72,58.06,47.593,72.9,47.96,45.3,12.2125,34.6508,24.015,26.95,20.79,26.53,30.72,36.75
1/23/2007,212.64,78.85,87.36,51.47,97.08,40.43,44.85,12.2429,66.5,51.81,66.14,35.107,59.56,72.56,,49.83,65.64,57.54,47.1846,74.49,47.81,45.73,12.095,34.874,24.06,26.37,20.55,26.04,30.74,36.55
